GEO_ID,NAME,P1_001N,P1_001NA
Geography,Geographic Area Name, !!Total,Annotation of  !!Total
860Z200US92625,ZCTA5 92625,12017,null
860Z200US92626,ZCTA5 92626,50885,null
860Z200US92627,ZCTA5 92627,61764,null
860Z200US92629,ZCTA5 92629,25939,null
860Z200US92630,ZCTA5 92630,66359,null
860Z200US92637,ZCTA5 92637,17644,null
860Z200US92646,ZCTA5 92646,56788,null
860Z200US92647,ZCTA5 92647,60455,null
860Z200US92648,ZCTA5 92648,46691,null
860Z200US92649,ZCTA5 92649,34082,null
860Z200US92651,ZCTA5 92651,24096,null
860Z200US92653,ZCTA5 92653,30077,null
860Z200US92655,ZCTA5 92655,8878,null
860Z200US92656,ZCTA5 92656,53473,null
860Z200US92657,ZCTA5 92657,10294,null
860Z200US92660,ZCTA5 92660,36259,null
860Z200US92661,ZCTA5 92661,3457,null
860Z200US92662,ZCTA5 92662,2490,null
860Z200US92663,ZCTA5 92663,20812,null
860Z200US92672,ZCTA5 92672,41067,null
860Z200US92673,ZCTA5 92673,29642,null
860Z200US92675,ZCTA5 92675,35203,null
860Z200US92676,ZCTA5 92676,1997,null
860Z200US92677,ZCTA5 92677,64355,null
860Z200US92678,ZCTA5 92678,651,null
860Z200US92679,ZCTA5 92679,31016,null
860Z200US92683,ZCTA5 92683,90946,null
860Z200US92688,ZCTA5 92688,44688,null
860Z200US92691,ZCTA5 92691,47918,null
860Z200US92692,ZCTA5 92692,46434,null
860Z200US92694,ZCTA5 92694,36637,null
860Z200US92697,ZCTA5 92697,0,null
860Z200US92701,ZCTA5 92701,48789,null
860Z200US92703,ZCTA5 92703,65621,null
860Z200US92704,ZCTA5 92704,82841,null
860Z200US92705,ZCTA5 92705,45902,null
860Z200US92706,ZCTA5 92706,35621,null
860Z200US92707,ZCTA5 92707,56456,null
860Z200US92708,ZCTA5 92708,57192,null
860Z200US92780,ZCTA5 92780,56034,null
860Z200US92782,ZCTA5 92782,29266,null
860Z200US92801,ZCTA5 92801,63163,null
860Z200US92802,ZCTA5 92802,41914,null
860Z200US92804,ZCTA5 92804,86127,null
860Z200US92805,ZCTA5 92805,74633,null
860Z200US92806,ZCTA5 92806,40649,null
860Z200US92807,ZCTA5 92807,37627,null
860Z200US92808,ZCTA5 92808,20056,null
860Z200US92821,ZCTA5 92821,41335,null
860Z200US92823,ZCTA5 92823,6010,null
860Z200US92831,ZCTA5 92831,38953,null
860Z200US92832,ZCTA5 92832,26277,null
860Z200US92833,ZCTA5 92833,52598,null
860Z200US92835,ZCTA5 92835,25450,null
860Z200US92840,ZCTA5 92840,54365,null
860Z200US92841,ZCTA5 92841,34376,null
860Z200US92843,ZCTA5 92843,45480,null
860Z200US92844,ZCTA5 92844,23668,null
860Z200US92845,ZCTA5 92845,16520,null
860Z200US92860,ZCTA5 92860,26376,null
860Z200US92861,ZCTA5 92861,5843,null
860Z200US92865,ZCTA5 92865,20859,null
860Z200US92866,ZCTA5 92866,15935,null
860Z200US92867,ZCTA5 92867,44927,null
860Z200US92868,ZCTA5 92868,27127,null
860Z200US92869,ZCTA5 92869,36349,null
860Z200US92870,ZCTA5 92870,52749,null
860Z200US92879,ZCTA5 92879,47243,null
860Z200US92880,ZCTA5 92880,75365,null
860Z200US92881,ZCTA5 92881,31590,null
860Z200US92882,ZCTA5 92882,67894,null
860Z200US92883,ZCTA5 92883,34836,null
860Z200US92886,ZCTA5 92886,50001,null
860Z200US92887,ZCTA5 92887,20770,null
860Z200US93001,ZCTA5 93001,33859,null
860Z200US93003,ZCTA5 93003,50558,null
860Z200US93004,ZCTA5 93004,31942,null
860Z200US93010,ZCTA5 93010,46223,null
860Z200US93012,ZCTA5 93012,37550,null
860Z200US93013,ZCTA5 93013,16299,null
860Z200US93015,ZCTA5 93015,18789,null
860Z200US93021,ZCTA5 93021,38103,null
860Z200US93022,ZCTA5 93022,6172,null
860Z200US93023,ZCTA5 93023,20937,null
860Z200US93030,ZCTA5 93030,59011,null
860Z200US93033,ZCTA5 93033,79539,null
860Z200US93035,ZCTA5 93035,28070,null
860Z200US93036,ZCTA5 93036,48656,null
860Z200US93040,ZCTA5 93040,1927,null
860Z200US93041,ZCTA5 93041,22918,null
860Z200US93042,ZCTA5 93042,17,null
860Z200US93043,ZCTA5 93043,523,null
860Z200US93060,ZCTA5 93060,33859,null
860Z200US93063,ZCTA5 93063,55076,null
860Z200US93064,ZCTA5 93064,57,null
860Z200US93065,ZCTA5 93065,73943,null
860Z200US93066,ZCTA5 93066,3141,null
860Z200US93067,ZCTA5 93067,734,null
860Z200US93101,ZCTA5 93101,30513,null
860Z200US93103,ZCTA5 93103,20029,null
860Z200US93105,ZCTA5 93105,26003,null
860Z200US93106,ZCTA5 93106,5203,null
860Z200US93108,ZCTA5 93108,11243,null
860Z200US93109,ZCTA5 93109,11041,null
860Z200US93110,ZCTA5 93110,16317,null
860Z200US93111,ZCTA5 93111,18468,null
860Z200US93117,ZCTA5 93117,53430,null
860Z200US93201,ZCTA5 93201,1260,null
860Z200US93202,ZCTA5 93202,4154,null
860Z200US93203,ZCTA5 93203,20777,null
860Z200US93204,ZCTA5 93204,13720,null
860Z200US93205,ZCTA5 93205,2081,null
860Z200US93206,ZCTA5 93206,1940,null
860Z200US93207,ZCTA5 93207,311,null
860Z200US93208,ZCTA5 93208,135,null
860Z200US93210,ZCTA5 93210,18581,null
860Z200US93212,ZCTA5 93212,23138,null
860Z200US93215,ZCTA5 93215,53626,null
860Z200US93218,ZCTA5 93218,979,null
860Z200US93219,ZCTA5 93219,9324,null
860Z200US93220,ZCTA5 93220,214,null
860Z200US93221,ZCTA5 93221,15024,null
860Z200US93222,ZCTA5 93222,2192,null
860Z200US93223,ZCTA5 93223,10487,null
860Z200US93224,ZCTA5 93224,388,null
860Z200US93225,ZCTA5 93225,4775,null
860Z200US93226,ZCTA5 93226,297,null
860Z200US93227,ZCTA5 93227,137,null
860Z200US93230,ZCTA5 93230,68412,null
860Z200US93234,ZCTA5 93234,6745,null
860Z200US93235,ZCTA5 93235,4651,null
860Z200US93237,ZCTA5 93237,169,null
860Z200US93238,ZCTA5 93238,1603,null
860Z200US93239,ZCTA5 93239,1376,null
860Z200US93240,ZCTA5 93240,5691,null
860Z200US93241,ZCTA5 93241,15707,null
860Z200US93242,ZCTA5 93242,3073,null
860Z200US93243,ZCTA5 93243,1386,null
860Z200US93244,ZCTA5 93244,229,null
860Z200US93245,ZCTA5 93245,38045,null
860Z200US93246,ZCTA5 93246,941,null
860Z200US93247,ZCTA5 93247,18210,null
860Z200US93249,ZCTA5 93249,2590,null
860Z200US93250,ZCTA5 93250,14892,null
860Z200US93251,ZCTA5 93251,250,null
860Z200US93252,ZCTA5 93252,1499,null
860Z200US93254,ZCTA5 93254,780,null
860Z200US93255,ZCTA5 93255,630,null
860Z200US93256,ZCTA5 93256,5754,null
860Z200US93257,ZCTA5 93257,79569,null
860Z200US93258,ZCTA5 93258,1921,null
860Z200US93260,ZCTA5 93260,221,null
860Z200US93261,ZCTA5 93261,2513,null
860Z200US93262,ZCTA5 93262,20,null
860Z200US93263,ZCTA5 93263,22341,null
860Z200US93265,ZCTA5 93265,4117,null
860Z200US93266,ZCTA5 93266,1521,null
860Z200US93267,ZCTA5 93267,6119,null
860Z200US93268,ZCTA5 93268,18502,null
860Z200US93270,ZCTA5 93270,5637,null
860Z200US93271,ZCTA5 93271,1930,null
860Z200US93272,ZCTA5 93272,3468,null
860Z200US93274,ZCTA5 93274,78493,null
860Z200US93276,ZCTA5 93276,177,null
860Z200US93277,ZCTA5 93277,53196,null
860Z200US93280,ZCTA5 93280,28182,null
860Z200US93283,ZCTA5 93283,1880,null
860Z200US93285,ZCTA5 93285,2457,null
860Z200US93286,ZCTA5 93286,9735,null
860Z200US93287,ZCTA5 93287,221,null
860Z200US93291,ZCTA5 93291,63366,null
860Z200US93292,ZCTA5 93292,43316,null
860Z200US93301,ZCTA5 93301,14518,null
860Z200US93304,ZCTA5 93304,50837,null
860Z200US93305,ZCTA5 93305,38392,null
860Z200US93306,ZCTA5 93306,74623,null
860Z200US93307,ZCTA5 93307,88338,null
860Z200US93308,ZCTA5 93308,56037,null
860Z200US93309,ZCTA5 93309,61079,null
860Z200US93311,ZCTA5 93311,52466,null
860Z200US93312,ZCTA5 93312,58714,null
860Z200US93313,ZCTA5 93313,58322,null
860Z200US93314,ZCTA5 93314,33619,null
860Z200US93401,ZCTA5 93401,29877,null
860Z200US93402,ZCTA5 93402,14500,null
860Z200US93405,ZCTA5 93405,23331,null
860Z200US93407,ZCTA5 93407,462,null
860Z200US93408,ZCTA5 93408,0,null
860Z200US93409,ZCTA5 93409,3806,null
860Z200US93410,ZCTA5 93410,7929,null
860Z200US93420,ZCTA5 93420,30540,null
860Z200US93422,ZCTA5 93422,33041,null
860Z200US93424,ZCTA5 93424,1256,null
860Z200US93426,ZCTA5 93426,1260,null
860Z200US93427,ZCTA5 93427,5864,null
860Z200US93428,ZCTA5 93428,5951,null
860Z200US93429,ZCTA5 93429,153,null
860Z200US93430,ZCTA5 93430,2849,null
860Z200US93432,ZCTA5 93432,1174,null
860Z200US93433,ZCTA5 93433,12643,null
860Z200US93434,ZCTA5 93434,8120,null
860Z200US93436,ZCTA5 93436,56730,null
860Z200US93437,ZCTA5 93437,3560,null
860Z200US93440,ZCTA5 93440,2048,null
860Z200US93441,ZCTA5 93441,1295,null
860Z200US93442,ZCTA5 93442,11390,null
860Z200US93444,ZCTA5 93444,22293,null
860Z200US93445,ZCTA5 93445,7040,null
860Z200US93446,ZCTA5 93446,45979,null
860Z200US93449,ZCTA5 93449,8096,null
860Z200US93450,ZCTA5 93450,541,null
860Z200US93451,ZCTA5 93451,4820,null
860Z200US93452,ZCTA5 93452,522,null
860Z200US93453,ZCTA5 93453,3045,null
860Z200US93454,ZCTA5 93454,40994,null
860Z200US93455,ZCTA5 93455,45282,null
860Z200US93458,ZCTA5 93458,59927,null
860Z200US93460,ZCTA5 93460,5728,null
860Z200US93461,ZCTA5 93461,1503,null
860Z200US93463,ZCTA5 93463,8731,null
860Z200US93465,ZCTA5 93465,10121,null
860Z200US93501,ZCTA5 93501,5772,null
860Z200US93505,ZCTA5 93505,14880,null
860Z200US93510,ZCTA5 93510,7591,null
860Z200US93512,ZCTA5 93512,243,null
860Z200US93513,ZCTA5 93513,1870,null
860Z200US93514,ZCTA5 93514,14361,null
860Z200US93516,ZCTA5 93516,2114,null
860Z200US93517,ZCTA5 93517,768,null
860Z200US93518,ZCTA5 93518,1138,null
860Z200US93519,ZCTA5 93519,64,null
860Z200US93522,ZCTA5 93522,37,null
860Z200US93523,ZCTA5 93523,3293,null
860Z200US93524,ZCTA5 93524,80,null
860Z200US93526,ZCTA5 93526,628,null
860Z200US93527,ZCTA5 93527,2315,null
860Z200US93528,ZCTA5 93528,113,null
860Z200US93529,ZCTA5 93529,619,null
860Z200US93530,ZCTA5 93530,71,null
860Z200US93531,ZCTA5 93531,531,null
860Z200US93532,ZCTA5 93532,2373,null
860Z200US93534,ZCTA5 93534,43906,null
860Z200US93535,ZCTA5 93535,82149,null
860Z200US93536,ZCTA5 93536,74283,null
860Z200US93541,ZCTA5 93541,488,null
860Z200US93543,ZCTA5 93543,14132,null
860Z200US93544,ZCTA5 93544,1126,null
860Z200US93545,ZCTA5 93545,2072,null
860Z200US93546,ZCTA5 93546,8545,null
860Z200US93549,ZCTA5 93549,235,null
860Z200US93550,ZCTA5 93550,82379,null
860Z200US93551,ZCTA5 93551,56001,null
860Z200US93552,ZCTA5 93552,42468,null
860Z200US93553,ZCTA5 93553,1921,null
860Z200US93554,ZCTA5 93554,45,null
860Z200US93555,ZCTA5 93555,32810,null
860Z200US93558,ZCTA5 93558,51,null
860Z200US93560,ZCTA5 93560,21581,null
860Z200US93561,ZCTA5 93561,31091,null
860Z200US93562,ZCTA5 93562,1633,null
860Z200US93563,ZCTA5 93563,143,null
860Z200US93581,ZCTA5 93581,3660,null
860Z200US93591,ZCTA5 93591,7450,null
860Z200US93601,ZCTA5 93601,1858,null
860Z200US93602,ZCTA5 93602,3402,null
860Z200US93603,ZCTA5 93603,280,null
860Z200US93604,ZCTA5 93604,627,null
860Z200US93605,ZCTA5 93605,144,null
860Z200US93606,ZCTA5 93606,1352,null
860Z200US93608,ZCTA5 93608,1173,null
860Z200US93609,ZCTA5 93609,5694,null
860Z200US93610,ZCTA5 93610,23859,null
860Z200US93611,ZCTA5 93611,47041,null
860Z200US93612,ZCTA5 93612,37368,null
860Z200US93614,ZCTA5 93614,11574,null
860Z200US93615,ZCTA5 93615,5373,null
860Z200US93616,ZCTA5 93616,2225,null
860Z200US93618,ZCTA5 93618,30709,null
860Z200US93619,ZCTA5 93619,50032,null
860Z200US93620,ZCTA5 93620,10311,null
860Z200US93621,ZCTA5 93621,520,null
860Z200US93622,ZCTA5 93622,9884,null
860Z200US93623,ZCTA5 93623,75,null
860Z200US93624,ZCTA5 93624,806,null
860Z200US93625,ZCTA5 93625,8194,null
860Z200US93626,ZCTA5 93626,2132,null
860Z200US93627,ZCTA5 93627,188,null
860Z200US93628,ZCTA5 93628,329,null
860Z200US93630,ZCTA5 93630,21103,null
860Z200US93631,ZCTA5 93631,16843,null
860Z200US93633,ZCTA5 93633,37,null
860Z200US93634,ZCTA5 93634,55,null
860Z200US93635,ZCTA5 93635,48510,null
860Z200US93636,ZCTA5 93636,14004,null
860Z200US93637,ZCTA5 93637,40202,null
860Z200US93638,ZCTA5 93638,51106,null
860Z200US93640,ZCTA5 93640,13865,null
860Z200US93641,ZCTA5 93641,587,null
860Z200US93643,ZCTA5 93643,3130,null
860Z200US93644,ZCTA5 93644,7751,null
860Z200US93645,ZCTA5 93645,297,null
860Z200US93646,ZCTA5 93646,10492,null
860Z200US93647,ZCTA5 93647,11143,null
860Z200US93648,ZCTA5 93648,15393,null
860Z200US93650,ZCTA5 93650,3744,null
860Z200US93651,ZCTA5 93651,1445,null
860Z200US93652,ZCTA5 93652,410,null
860Z200US93653,ZCTA5 93653,1050,null
860Z200US93654,ZCTA5 93654,30620,null
860Z200US93656,ZCTA5 93656,6459,null
860Z200US93657,ZCTA5 93657,37464,null
860Z200US93660,ZCTA5 93660,4173,null
860Z200US93662,ZCTA5 93662,30774,null
860Z200US93664,ZCTA5 93664,614,null
860Z200US93665,ZCTA5 93665,537,null
860Z200US93666,ZCTA5 93666,668,null
860Z200US93667,ZCTA5 93667,2294,null
860Z200US93668,ZCTA5 93668,1054,null
860Z200US93669,ZCTA5 93669,316,null
860Z200US93670,ZCTA5 93670,80,null
860Z200US93673,ZCTA5 93673,667,null
860Z200US93675,ZCTA5 93675,3820,null
860Z200US93701,ZCTA5 93701,12037,null
860Z200US93702,ZCTA5 93702,45741,null
860Z200US93703,ZCTA5 93703,34840,null
860Z200US93704,ZCTA5 93704,28573,null
860Z200US93705,ZCTA5 93705,38125,null
860Z200US93706,ZCTA5 93706,40965,null
860Z200US93710,ZCTA5 93710,30552,null
860Z200US93711,ZCTA5 93711,37901,null
860Z200US93720,ZCTA5 93720,47814,null
860Z200US93721,ZCTA5 93721,7899,null
860Z200US93722,ZCTA5 93722,87364,null
860Z200US93723,ZCTA5 93723,12037,null
860Z200US93725,ZCTA5 93725,26162,null
860Z200US93726,ZCTA5 93726,42366,null
860Z200US93727,ZCTA5 93727,83212,null
860Z200US93728,ZCTA5 93728,16191,null
860Z200US93730,ZCTA5 93730,13687,null
860Z200US93737,ZCTA5 93737,6596,null
860Z200US93740,ZCTA5 93740,1213,null
860Z200US93741,ZCTA5 93741,84,null
860Z200US93901,ZCTA5 93901,29700,null
860Z200US93905,ZCTA5 93905,64209,null
860Z200US93906,ZCTA5 93906,66381,null
860Z200US93907,ZCTA5 93907,23315,null
860Z200US93908,ZCTA5 93908,13188,null
860Z200US93920,ZCTA5 93920,1140,null
860Z200US93921,ZCTA5 93921,2956,null
860Z200US93923,ZCTA5 93923,12338,null
860Z200US93924,ZCTA5 93924,6609,null
860Z200US93925,ZCTA5 93925,1515,null
860Z200US93926,ZCTA5 93926,9187,null
860Z200US93927,ZCTA5 93927,19976,null
860Z200US93928,ZCTA5 93928,259,null
860Z200US93930,ZCTA5 93930,16206,null
860Z200US93932,ZCTA5 93932,533,null
860Z200US93933,ZCTA5 93933,27218,null
860Z200US93940,ZCTA5 93940,30454,null
860Z200US93943,ZCTA5 93943,55,null
860Z200US93944,ZCTA5 93944,3395,null
860Z200US93950,ZCTA5 93950,15082,null
860Z200US93953,ZCTA5 93953,4271,null
860Z200US93954,ZCTA5 93954,371,null
860Z200US93955,ZCTA5 93955,32703,null
860Z200US93960,ZCTA5 93960,26093,null
860Z200US93962,ZCTA5 93962,692,null
860Z200US94002,ZCTA5 94002,28513,null
860Z200US94005,ZCTA5 94005,4836,null
860Z200US94010,ZCTA5 94010,44045,null
860Z200US94014,ZCTA5 94014,48677,null
860Z200US94015,ZCTA5 94015,63489,null
860Z200US94018,ZCTA5 94018,3513,null
860Z200US94019,ZCTA5 94019,15483,null
860Z200US94020,ZCTA5 94020,1732,null
860Z200US94021,ZCTA5 94021,171,null
860Z200US94022,ZCTA5 94022,20842,null
860Z200US94024,ZCTA5 94024,23263,null
860Z200US94025,ZCTA5 94025,42354,null
860Z200US94027,ZCTA5 94027,7270,null
860Z200US94028,ZCTA5 94028,6904,null
860Z200US94030,ZCTA5 94030,23212,null
860Z200US94037,ZCTA5 94037,2811,null
860Z200US94038,ZCTA5 94038,3176,null
860Z200US94040,ZCTA5 94040,36501,null
860Z200US94041,ZCTA5 94041,15604,null
860Z200US94043,ZCTA5 94043,31414,null
860Z200US94044,ZCTA5 94044,38675,null
860Z200US94060,ZCTA5 94060,1513,null
860Z200US94061,ZCTA5 94061,36704,null
860Z200US94062,ZCTA5 94062,26689,null
860Z200US94063,ZCTA5 94063,35836,null
860Z200US94065,ZCTA5 94065,12781,null
860Z200US94066,ZCTA5 94066,44147,null
860Z200US94070,ZCTA5 94070,31585,null
860Z200US94074,ZCTA5 94074,282,null
860Z200US94080,ZCTA5 94080,66592,null
860Z200US94085,ZCTA5 94085,24031,null
860Z200US94086,ZCTA5 94086,50175,null
860Z200US94087,ZCTA5 94087,58344,null
860Z200US94089,ZCTA5 94089,23255,null
860Z200US94102,ZCTA5 94102,39432,null
860Z200US94103,ZCTA5 94103,37843,null
860Z200US94104,ZCTA5 94104,576,null
860Z200US94105,ZCTA5 94105,14841,null
860Z200US94107,ZCTA5 94107,34012,null
860Z200US94108,ZCTA5 94108,13097,null
860Z200US94109,ZCTA5 94109,58501,null
860Z200US94110,ZCTA5 94110,68336,null
860Z200US94111,ZCTA5 94111,4306,null
860Z200US94112,ZCTA5 94112,79314,null
860Z200US94114,ZCTA5 94114,33683,null
860Z200US94115,ZCTA5 94115,35853,null
860Z200US94116,ZCTA5 94116,44092,null
860Z200US94117,ZCTA5 94117,38451,null
860Z200US94118,ZCTA5 94118,42356,null
860Z200US94121,ZCTA5 94121,43115,null
860Z200US94122,ZCTA5 94122,57160,null
860Z200US94123,ZCTA5 94123,26131,null
860Z200US94124,ZCTA5 94124,39445,null
860Z200US94127,ZCTA5 94127,20686,null
860Z200US94128,ZCTA5 94128,2,null
860Z200US94129,ZCTA5 94129,3647,null
860Z200US94130,ZCTA5 94130,2747,null
860Z200US94131,ZCTA5 94131,28810,null
860Z200US94132,ZCTA5 94132,27723,null
860Z200US94133,ZCTA5 94133,26751,null
860Z200US94134,ZCTA5 94134,41695,null
860Z200US94158,ZCTA5 94158,11327,null
860Z200US94188,ZCTA5 94188,3,null
860Z200US94301,ZCTA5 94301,17299,null
860Z200US94303,ZCTA5 94303,48281,null
860Z200US94304,ZCTA5 94304,4569,null
860Z200US94305,ZCTA5 94305,20961,null
860Z200US94306,ZCTA5 94306,28659,null
860Z200US94401,ZCTA5 94401,35249,null
860Z200US94402,ZCTA5 94402,25879,null
860Z200US94403,ZCTA5 94403,45057,null
860Z200US94404,ZCTA5 94404,37323,null
860Z200US94501,ZCTA5 94501,64116,null
860Z200US94502,ZCTA5 94502,14164,null
860Z200US94503,ZCTA5 94503,22069,null
860Z200US94505,ZCTA5 94505,15445,null
860Z200US94506,ZCTA5 94506,25361,null
860Z200US94507,ZCTA5 94507,15495,null
860Z200US94508,ZCTA5 94508,3233,null
860Z200US94509,ZCTA5 94509,69931,null
860Z200US94510,ZCTA5 94510,27174,null
860Z200US94511,ZCTA5 94511,2131,null
860Z200US94512,ZCTA5 94512,86,null
860Z200US94513,ZCTA5 94513,67394,null
860Z200US94514,ZCTA5 94514,1248,null
860Z200US94515,ZCTA5 94515,6834,null
860Z200US94516,ZCTA5 94516,212,null
860Z200US94517,ZCTA5 94517,12525,null
860Z200US94518,ZCTA5 94518,27209,null
860Z200US94519,ZCTA5 94519,18677,null
860Z200US94520,ZCTA5 94520,38383,null
860Z200US94521,ZCTA5 94521,42885,null
860Z200US94523,ZCTA5 94523,35272,null
860Z200US94525,ZCTA5 94525,3288,null
860Z200US94526,ZCTA5 94526,33064,null
860Z200US94528,ZCTA5 94528,1054,null
860Z200US94530,ZCTA5 94530,26360,null
860Z200US94531,ZCTA5 94531,45342,null
860Z200US94533,ZCTA5 94533,77380,null
860Z200US94534,ZCTA5 94534,42296,null
860Z200US94535,ZCTA5 94535,4259,null
860Z200US94536,ZCTA5 94536,73172,null
860Z200US94538,ZCTA5 94538,66424,null
860Z200US94539,ZCTA5 94539,54026,null
860Z200US94541,ZCTA5 94541,69736,null
860Z200US94542,ZCTA5 94542,15691,null
860Z200US94544,ZCTA5 94544,79769,null
860Z200US94545,ZCTA5 94545,33786,null
860Z200US94546,ZCTA5 94546,46687,null
860Z200US94547,ZCTA5 94547,26016,null
860Z200US94548,ZCTA5 94548,420,null
860Z200US94549,ZCTA5 94549,28637,null
860Z200US94550,ZCTA5 94550,49959,null
860Z200US94551,ZCTA5 94551,40358,null
860Z200US94552,ZCTA5 94552,14721,null
860Z200US94553,ZCTA5 94553,49756,null
860Z200US94555,ZCTA5 94555,36887,null
860Z200US94556,ZCTA5 94556,16134,null
860Z200US94558,ZCTA5 94558,65473,null
860Z200US94559,ZCTA5 94559,28137,null
860Z200US94560,ZCTA5 94560,47533,null
860Z200US94561,ZCTA5 94561,44545,null
860Z200US94562,ZCTA5 94562,1,null
860Z200US94563,ZCTA5 94563,19496,null
860Z200US94564,ZCTA5 94564,19024,null
860Z200US94565,ZCTA5 94565,100341,null
860Z200US94566,ZCTA5 94566,45055,null
860Z200US94567,ZCTA5 94567,633,null
860Z200US94568,ZCTA5 94568,72590,null
860Z200US94569,ZCTA5 94569,210,null
860Z200US94571,ZCTA5 94571,10439,null
860Z200US94572,ZCTA5 94572,9622,null
860Z200US94573,ZCTA5 94573,96,null
860Z200US94574,ZCTA5 94574,8317,null
860Z200US94575,ZCTA5 94575,933,null
860Z200US94576,ZCTA5 94576,141,null
860Z200US94577,ZCTA5 94577,48868,null
860Z200US94578,ZCTA5 94578,40957,null
860Z200US94579,ZCTA5 94579,21869,null
860Z200US94580,ZCTA5 94580,29590,null
860Z200US94582,ZCTA5 94582,49311,null
860Z200US94583,ZCTA5 94583,38444,null
860Z200US94585,ZCTA5 94585,29764,null
860Z200US94586,ZCTA5 94586,943,null
860Z200US94587,ZCTA5 94587,70121,null
860Z200US94588,ZCTA5 94588,36398,null
860Z200US94589,ZCTA5 94589,32290,null
860Z200US94590,ZCTA5 94590,39981,null
860Z200US94591,ZCTA5 94591,56305,null
860Z200US94592,ZCTA5 94592,1082,null
860Z200US94595,ZCTA5 94595,17716,null
860Z200US94596,ZCTA5 94596,22861,null
860Z200US94597,ZCTA5 94597,23661,null
860Z200US94598,ZCTA5 94598,26826,null
860Z200US94599,ZCTA5 94599,3540,null
860Z200US94601,ZCTA5 94601,54166,null
860Z200US94602,ZCTA5 94602,29702,null
860Z200US94603,ZCTA5 94603,36681,null
860Z200US94605,ZCTA5 94605,44294,null
860Z200US94606,ZCTA5 94606,40768,null
860Z200US94607,ZCTA5 94607,31067,null
860Z200US94608,ZCTA5 94608,33073,null
860Z200US94609,ZCTA5 94609,23578,null
860Z200US94610,ZCTA5 94610,31261,null
860Z200US94611,ZCTA5 94611,40262,null
860Z200US94612,ZCTA5 94612,19773,null
860Z200US94613,ZCTA5 94613,346,null
860Z200US94618,ZCTA5 94618,16946,null
860Z200US94619,ZCTA5 94619,24867,null
860Z200US94621,ZCTA5 94621,35816,null
860Z200US94702,ZCTA5 94702,17637,null
860Z200US94703,ZCTA5 94703,20805,null
860Z200US94704,ZCTA5 94704,25259,null
860Z200US94705,ZCTA5 94705,13591,null
860Z200US94706,ZCTA5 94706,21134,null
860Z200US94707,ZCTA5 94707,12781,null
860Z200US94708,ZCTA5 94708,11553,null
860Z200US94709,ZCTA5 94709,12514,null
860Z200US94710,ZCTA5 94710,9552,null
860Z200US94720,ZCTA5 94720,7478,null
860Z200US94801,ZCTA5 94801,33486,null
860Z200US94803,ZCTA5 94803,26457,null
860Z200US94804,ZCTA5 94804,45108,null
860Z200US94805,ZCTA5 94805,14958,null
860Z200US94806,ZCTA5 94806,64589,null
860Z200US94901,ZCTA5 94901,43338,null
860Z200US94903,ZCTA5 94903,30514,null
860Z200US94904,ZCTA5 94904,12718,null
860Z200US94920,ZCTA5 94920,13010,null
860Z200US94922,ZCTA5 94922,176,null
860Z200US94923,ZCTA5 94923,1287,null
860Z200US94924,ZCTA5 94924,1507,null
860Z200US94925,ZCTA5 94925,10204,null
860Z200US94928,ZCTA5 94928,47062,null
860Z200US94929,ZCTA5 94929,227,null
860Z200US94930,ZCTA5 94930,8729,null
860Z200US94931,ZCTA5 94931,9119,null
860Z200US94933,ZCTA5 94933,1226,null
860Z200US94937,ZCTA5 94937,935,null
860Z200US94938,ZCTA5 94938,683,null
860Z200US94939,ZCTA5 94939,7465,null
860Z200US94940,ZCTA5 94940,319,null
860Z200US94941,ZCTA5 94941,31480,null
860Z200US94945,ZCTA5 94945,17876,null
860Z200US94946,ZCTA5 94946,624,null
860Z200US94947,ZCTA5 94947,24870,null
860Z200US94949,ZCTA5 94949,17588,null
860Z200US94950,ZCTA5 94950,60,null
860Z200US94951,ZCTA5 94951,4172,null
860Z200US94952,ZCTA5 94952,33619,null
860Z200US94954,ZCTA5 94954,38301,null
860Z200US94956,ZCTA5 94956,1684,null
860Z200US94957,ZCTA5 94957,1858,null
860Z200US94960,ZCTA5 94960,15920,null
860Z200US94963,ZCTA5 94963,506,null
860Z200US94964,ZCTA5 94964,4264,null
860Z200US94965,ZCTA5 94965,11447,null
860Z200US94970,ZCTA5 94970,620,null
860Z200US94971,ZCTA5 94971,372,null
860Z200US94972,ZCTA5 94972,146,null
860Z200US94973,ZCTA5 94973,1516,null
860Z200US95002,ZCTA5 95002,2039,null
860Z200US95003,ZCTA5 95003,24706,null
860Z200US95004,ZCTA5 95004,4348,null
860Z200US95005,ZCTA5 95005,6551,null
860Z200US95006,ZCTA5 95006,9454,null
860Z200US95007,ZCTA5 95007,883,null
860Z200US95008,ZCTA5 95008,49038,null
860Z200US95010,ZCTA5 95010,9080,null
860Z200US95012,ZCTA5 95012,11858,null
860Z200US95013,ZCTA5 95013,108,null
860Z200US95014,ZCTA5 95014,62585,null
860Z200US95017,ZCTA5 95017,969,null
860Z200US95018,ZCTA5 95018,8003,null
860Z200US95019,ZCTA5 95019,6603,null
860Z200US95020,ZCTA5 95020,68090,null
860Z200US95023,ZCTA5 95023,56973,null
860Z200US95030,ZCTA5 95030,13585,null
860Z200US95032,ZCTA5 95032,28109,null
860Z200US95033,ZCTA5 95033,9565,null
860Z200US95035,ZCTA5 95035,80440,null
860Z200US95037,ZCTA5 95037,53126,null
860Z200US95039,ZCTA5 95039,1617,null
